,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casual/registered,temperature_cat
12,13,2011-01-13,Springer,2011,January,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",-19.514999999999965,-414.753652,123.0,1351.1889999999999,38,1368,1406,0.027777777777777776,
13,14,2011-01-14,Springer,2011,January,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",-28.638169999999974,-251.27297200000004,123.0,568.073972,54,1367,1421,0.03950256035113387,
14,15,2011-01-15,Springer,2011,January,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",131.43259700000002,8.7758720000001,123.0,709.0959069999999,222,1026,1248,0.21637426900584794,Rendah
15,16,2011-01-16,Springer,2011,January,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",127.75240299999999,-51.750747999999945,123.0,845.875737,251,953,1204,0.2633788037775446,Rendah
16,17,2011-01-17,Springer,2011,January,Yes,Monday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.415097000000001,-301.9855239999999,123.0,870.942313,117,883,1000,0.13250283125707815,
17,18,2011-01-18,Springer,2011,January,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",94.617403,-59.95745199999999,123.0,658.8729749999999,9,674,683,0.013353115727002967,Rendah
18,19,2011-01-19,Springer,2011,January,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",261.41236599999996,227.92623200000014,123.0,935.135013,78,1572,1650,0.04961832061068702,Rendah
19,20,2011-01-20,Springer,2011,January,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",194.022403,38.99780000000008,123.0,879.413056,83,1844,1927,0.045010845986984814,Sangat Tinggi
20,21,2011-01-21,Springer,2011,January,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.097499999999968,-384.479452,123.0,1585.703338,75,1468,1543,0.05108991825613079,
21,22,2011-01-22,Springer,2011,January,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-253.38094639999997,-727.5728224,123.0,771.97333,93,888,981,0.10472972972972973,
22,23,2011-01-23,Springer,2011,January,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",-170.7835647,-641.4568804,123.0,1106.9874000000002,150,836,986,0.17942583732057416,
23,24,2011-01-24,Springer,2011,January,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",-168.8626183,-558.29692,123.0,710.74337,86,1330,1416,0.06466165413533835,
24,25,2011-01-25,Springer,2011,January,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",109.66290200000006,-50.40474399999998,123.0,582.654244,186,1799,1985,0.10339077265147303,Rendah
25,26,2011-01-26,Springer,2011,January,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",96.45750000000001,-185.1184,123.0,1319.09265,34,472,506,0.07203389830508475,Rendah
26,27,2011-01-27,Springer,2011,January,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",46.755000000000045,-114.98680000000003,123.0,511.01429299999995,15,416,431,0.036057692307692304,Rendah
27,28,2011-01-28,Springer,2011,January,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",65.482902,-99.23114800000008,123.0,553.4937000000001,38,1129,1167,0.03365810451727192,Rendah
28,29,2011-01-29,Springer,2011,January,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",50.117098000000034,-147.97914400000002,123.0,652.5434849999999,123,975,1098,0.12615384615384614,Rendah
29,30,2011-01-30,Springer,2011,January,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",94.297098,18.402632000000033,123.0,332.10789139999997,140,956,1096,0.14644351464435146,Sedang
30,31,2011-01-31,Springer,2011,January,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.460096999999976,-260.69499999999994,123.0,840.304888,42,1459,1501,0.02878684030157642,
31,32,2011-02-01,Springer,2011,February,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",40.512366,-50.38732,123.0,238.873157,47,1313,1360,0.0357958872810358,Rendah
32,33,2011-02-02,Springer,2011,February,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",190.34000000000003,36.24045200000003,123.0,1186.4786119999999,72,1454,1526,0.04951856946354883,Sangat Tinggi
33,34,2011-02-03,Springer,2011,February,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",28.988013000000024,-297.163432,123.0,1246.828728,61,1489,1550,0.0409670920080591,
34,35,2011-02-04,Springer,2011,February,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",82.77053600000002,-76.27502799999993,123.0,573.869271,88,1620,1708,0.05432098765432099,Rendah
35,36,2011-02-05,Springer,2011,February,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",131.43259700000002,-13.239352000000075,123.0,723.0836310000001,100,905,1005,0.11049723756906077,Sangat Rendah
36,37,2011-02-06,Springer,2011,February,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",247.405097,198.51887600000018,123.0,636.5402,354,1269,1623,0.2789598108747045,Rendah
37,38,2011-02-07,Springer,2011,February,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",216.11240299999994,250.73424799999998,123.0,203.8378587,120,1592,1712,0.07537688442211055,Rendah
38,39,2011-02-08,Springer,2011,February,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",103.820097,-208.44042399999995,123.0,1624.79355,64,1466,1530,0.04365620736698499,Rendah
39,40,2011-02-09,Springer,2011,February,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",-86.26435300000001,-443.5032520000001,123.0,847.698271,53,1552,1605,0.03414948453608247,
40,41,2011-02-10,Springer,2011,February,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",-65.13526800000001,-420.568912,123.0,996.266215,47,1491,1538,0.031522468142186455,
41,42,2011-02-11,Springer,2011,February,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",33.70201900000005,-141.95479599999996,123.0,487.28094999999996,149,1597,1746,0.09329993738259236,Rendah
42,43,2011-02-12,Springer,2011,February,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",107.50249999999998,-57.252375999999984,123.0,912.914463,288,1184,1472,0.24324324324324326,Rendah
43,44,2011-02-13,Springer,2011,February,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",315.19709800000004,339.836228,123.0,1171.1037869999998,397,1192,1589,0.33305369127516776,Rendah
44,45,2011-02-14,Springer,2011,February,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",532.7349999999999,663.2126000000001,123.0,1708.56390125,208,1705,1913,0.1219941348973607,Sedang
45,46,2011-02-15,Springer,2011,February,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",203.78618300000005,35.61754400000007,123.0,1307.9778860000001,140,1675,1815,0.08358208955223881,Tinggi
46,47,2011-02-16,Springer,2011,February,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",319.03854900000005,305.36719999999997,123.0,1130.289799,218,1897,2115,0.11491829204006326,Rendah
47,48,2011-02-17,Springer,2011,February,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",578.755097,795.234248,123.0,1032.936856,259,2216,2475,0.11687725631768953,Sedang
48,49,2011-02-18,Springer,2011,February,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",768.3624030000001,1158.197948,123.0,1189.2483250000002,579,2348,2927,0.24659284497444633,Sedang
49,50,2011-02-19,Springer,2011,February,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",497.759903,632.9558239999999,123.0,1708.56390125,532,1103,1635,0.4823209428830462,Rendah
50,51,2011-02-20,Springer,2011,February,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",246.04435299999997,136.04948,123.0,1002.101915,639,1173,1812,0.5447570332480819,Rendah
51,52,2011-02-21,Springer,2011,February,Yes,Monday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",286.0625970000001,165.43070000000006,123.0,1381.9206940000001,195,912,1107,0.2138157894736842,Rendah
52,53,2011-02-22,Springer,2011,February,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.528398000000017,-261.640252,123.0,878.420987,74,1376,1450,0.05377906976744186,
53,54,2011-02-23,Springer,2011,February,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",105.82145099999998,-1.656748000000043,123.0,422.47325700000005,139,1778,1917,0.078177727784027,Rendah
54,55,2011-02-24,Springer,2011,February,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",269.09526800000003,187.715996,123.0,1124.4765439999999,100,1707,1807,0.05858230814294083,Rendah
55,56,2011-02-25,Springer,2011,February,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",420.84473199999996,454.608116,123.0,1555.6135709999999,120,1341,1461,0.0894854586129754,Rendah
56,57,2011-02-26,Springer,2011,February,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",240.0424999999999,157.22835200000003,123.0,837.517219,424,1545,1969,0.2744336569579288,Rendah
57,58,2011-02-27,Springer,2011,February,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",374.742902,457.4308039999999,123.0,562.2382719999999,694,1708,2402,0.4063231850117096,Rendah
58,59,2011-02-28,Springer,2011,February,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",515.666057,670.9140079999997,123.0,1300.4004539999999,81,1365,1446,0.05934065934065934,Sedang
59,60,2011-03-01,Springer,2011,March,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",205.06740299999998,77.4569239999998,123.0,971.531825,137,1714,1851,0.07992998833138856,Rendah
60,61,2011-03-02,Springer,2011,March,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",356.01500000000004,322.229276,123.0,1381.862337,231,1903,2134,0.12138728323699421,Rendah
61,62,2011-03-03,Springer,2011,March,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",54.117597000000046,-200.22065199999997,123.0,1013.4097060000001,123,1562,1685,0.07874519846350832,Rendah
62,63,2011-03-04,Springer,2011,March,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",194.022403,41.73772400000004,123.0,912.8201939999999,214,1730,1944,0.12369942196531791,Sangat Tinggi
63,64,2011-03-05,Springer,2011,March,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",464.6249029999999,577.9613239999999,123.0,1130.648919,640,1437,2077,0.4453723034098817,Rendah
64,65,2011-03-06,Springer,2011,March,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",447.737098,523.393712,123.0,1541.015343,114,491,605,0.23217922606924643,Rendah
65,66,2011-03-07,Springer,2011,March,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",194.181451,-33.26388399999997,123.0,1532.329128,244,1628,1872,0.14987714987714987,Rendah
66,67,2011-03-08,Springer,2011,March,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",262.13249999999994,245.2544000000001,123.0,541.5978499999999,316,1817,2133,0.17391304347826086,Rendah
67,68,2011-03-09,Springer,2011,March,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",269.49509700000004,176.4644479999998,123.0,988.2533500000001,191,1700,1891,0.11235294117647059,Rendah
68,69,2011-03-10,Springer,2011,March,No,Thursday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",475.50201899999996,607.9698080000002,123.0,1175.565853,46,577,623,0.07972270363951472,Rendah
69,70,2011-03-11,Springer,2011,March,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",315.19709800000004,256.5799999999999,123.0,1045.80233,247,1730,1977,0.14277456647398845,Rendah
70,71,2011-03-12,Springer,2011,March,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",343.12990299999996,346.96699999999987,123.0,991.0589749999999,724,1408,2132,0.5142045454545454,Rendah
71,72,2011-03-13,Springer,2011,March,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",465.02473200000003,583.6763960000001,123.0,1214.741356,982,1435,2417,0.6843205574912892,Rendah
72,73,2011-03-14,Springer,2011,March,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",334.40435299999996,374.1920000000002,123.0,614.660814,359,1687,2046,0.21280379371665678,Rendah
73,74,2011-03-15,Springer,2011,March,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",317.11671899999993,313.98336800000004,123.0,827.363101,289,1767,2056,0.16355404640633842,Rendah
74,75,2011-03-16,Springer,2011,March,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",422.764353,526.3470799999999,123.0,911.792213,321,1871,2192,0.17156600748262962,Rendah
75,76,2011-03-17,Springer,2011,March,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",532.7349999999999,715.410548,123.0,940.8001309999999,424,2320,2744,0.18275862068965518,Sedang
76,77,2011-03-18,Springer,2011,March,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",808.8600000000001,1223.6512039999998,123.0,1037.035313,884,2355,3239,0.3753715498938429,Sedang
77,78,2011-03-19,Springer,2011,March,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",659.7524999999999,960.1829000000002,123.0,1652.701663,1424,1693,3117,0.8411104548139398,Sedang
78,79,2011-03-20,Springer,2011,March,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",350.49250000000006,346.96699999999987,123.0,932.459569,1047,1424,2471,0.735252808988764,Rendah
79,80,2011-03-21,Summer,2011,March,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",566.830915,712.80566,123.0,1296.346887,401,1676,2077,0.2392601431980907,Sedang
80,81,2011-03-22,Summer,2011,March,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",591.642403,847.436552,123.0,1013.3917500000001,460,2243,2703,0.2050824788230049,Sedang
81,82,2011-03-23,Summer,2011,March,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",382.4280130000001,400.06228400000003,123.0,1051.597629,203,1918,2121,0.10583941605839416,Rendah
82,83,2011-03-24,Summer,2011,March,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",245.56499999999997,107.74854799999991,123.0,1094.3598430000002,166,1699,1865,0.09770453207769277,Rendah
83,84,2011-03-25,Summer,2011,March,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",199.54490299999998,44.49507199999986,123.0,1035.724525,300,1910,2210,0.15706806282722513,Sangat Tinggi
84,85,2011-03-26,Summer,2011,March,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",203.22509699999995,49.97927600000003,123.0,940.764219,981,1515,2496,0.6475247524752475,Sangat Tinggi
85,86,2011-03-27,Summer,2011,March,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",174.97198700000004,18.47668399999995,123.0,827.3226999999999,472,1221,1693,0.38656838656838655,Sedang
86,87,2011-03-28,Summer,2011,March,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",199.94473200000007,49.9923440000001,123.0,952.583756,222,1806,2028,0.12292358803986711,Sangat Tinggi
87,88,2011-03-29,Summer,2011,March,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",284.22249999999997,203.9072480000001,123.0,1018.985044,317,2108,2425,0.15037950664136623,Rendah
88,89,2011-03-30,Summer,2011,March,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",278.7,223.2566,123.0,776.0942319999999,168,1368,1536,0.12280701754385964,Rendah
89,90,2011-03-31,Summer,2011,March,No,Thursday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",208.747597,49.99669999999989,123.0,977.0128940000001,179,1506,1685,0.11885790172642763,Sangat Tinggi
90,91,2011-04-01,Summer,2011,April,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",278.7,162.72562400000004,123.0,1161.3402119999998,307,1920,2227,0.15989583333333332,Rendah
91,92,2011-04-02,Summer,2011,April,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",311.835,302.9147720000001,123.0,884.988394,898,1354,2252,0.6632200886262924,Rendah
92,93,2011-04-03,Summer,2011,April,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",451.737597,577.9090520000001,123.0,817.9541570000001,1651,1598,3249,1.0331664580725908,Rendah
93,94,2011-04-04,Summer,2011,April,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",882.4925969999999,1292.998724,123.0,1708.56390125,734,2381,3115,0.30827383452330953,Sedang
94,95,2011-04-05,Summer,2011,April,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",530.8949029999999,663.2126000000001,123.0,1708.56390125,167,1628,1795,0.10257985257985258,Sedang
95,96,2011-04-06,Summer,2011,April,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",479.35009699999995,616.4204480000001,123.0,1180.889807,413,2395,2808,0.17244258872651358,Rendah
96,97,2011-04-07,Summer,2011,April,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",582.4375,817.1797760000001,123.0,728.6185680000001,571,2570,3141,0.22217898832684824,Sedang
97,98,2011-04-08,Summer,2011,April,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",357.855097,341.4305240000001,123.0,1018.967088,172,1299,1471,0.13240954580446498,Rendah
98,99,2011-04-09,Summer,2011,April,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",372.5825,415.700324,123.0,597.409587,879,1576,2455,0.557741116751269,Rendah
99,100,2011-04-10,Summer,2011,April,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",558.5074030000001,786.8663719999998,123.0,658.8370630000001,1188,1707,2895,0.6959578207381371,Sedang
100,101,2011-04-11,Summer,2011,April,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",931.795268,1390.0852519999999,123.0,1456.563786,855,2493,3348,0.34296028880866425,Sedang
101,102,2011-04-12,Summer,2011,April,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",726.0224999999998,1075.743224,123.0,1233.9318309999999,257,1777,2034,0.144625773776027,Sedang
102,103,2011-04-13,Summer,2011,April,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",527.2125,745.684748,123.0,1125.019713,209,1953,2162,0.10701484895033282,Sedang
103,104,2011-04-14,Summer,2011,April,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",648.7075,943.704152,123.0,496.9323,529,2738,3267,0.19320672023374727,Sedang
104,105,2011-04-15,Summer,2011,April,Yes,Friday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",602.6874029999999,852.9730279999999,123.0,1016.197375,642,2484,3126,0.2584541062801932,Sedang
105,106,2011-04-16,Summer,2011,April,No,Saturday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",567.710097,781.4431519999999,123.0,1529.8871120000001,121,674,795,0.1795252225519288,Sedang
106,107,2011-04-17,Summer,2011,April,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",624.777403,869.4517759999999,123.0,1362.393544,1558,2186,3744,0.7127172918572735,Sedang
107,108,2011-04-18,Summer,2011,April,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",748.1125,1119.703976,123.0,734.252263,669,2760,3429,0.24239130434782608,Sedang
108,109,2011-04-19,Summer,2011,April,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",733.385097,1059.2078480000002,123.0,709.131819,409,2795,3204,0.14633273703041144,Sedang
109,110,2011-04-20,Summer,2011,April,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",930.355,1386.4915520000002,123.0,1086.001325,613,3331,3944,0.1840288201741219,Sedang
110,111,2011-04-21,Summer,2011,April,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",630.2999030000001,905.153552,123.0,1460.0831620000001,745,3444,4189,0.21631823461091754,Sedang
111,112,2011-04-22,Summer,2011,April,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",359.697403,330.43162400000006,123.0,985.429769,177,1506,1683,0.11752988047808766,Rendah
112,113,2011-04-23,Summer,2011,April,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",632.1400000000001,888.7270759999999,123.0,1035.724525,1462,2574,4036,0.567987567987568,Sedang
113,114,2011-04-24,Summer,2011,April,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",900.902403,1331.479628,123.0,862.673575,1710,2481,4191,0.6892382103990327,Sedang
114,115,2011-04-25,Summer,2011,April,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",956.127403,1430.5220000000002,123.0,831.959837,773,3300,4073,0.23424242424242425,Sedang
115,116,2011-04-26,Summer,2011,April,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1011.352403,1515.8255480000003,123.0,1465.6585000000002,678,3722,4400,0.18216012896292316,Tinggi
116,117,2011-04-27,Summer,2011,April,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",985.58,1433.3185520000002,123.0,1401.4657999999997,547,3325,3872,0.16451127819548872,Sedang
117,118,2011-04-28,Summer,2011,April,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",980.0575,1449.8147239999998,123.0,1440.5560120000002,569,3489,4058,0.16308397821725423,Sedang
118,119,2011-04-29,Summer,2011,April,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",742.5899999999999,1094.9488279999998,123.0,1077.642807,878,3717,4595,0.23621199892386333,Sedang
119,120,2011-04-30,Summer,2011,April,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",659.7524999999999,949.2754760000001,123.0,1055.251675,1965,3347,5312,0.5870929190319689,Sedang
120,121,2011-05-01,Summer,2011,May,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",613.7324029999999,880.376624,123.0,477.423106,1138,2213,3351,0.5142340713962946,Sedang
121,122,2011-05-02,Summer,2011,May,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",829.1099029999999,1249.020548,123.0,823.525006,847,3554,4401,0.23832301631963984,Sedang
122,123,2011-05-03,Summer,2011,May,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",978.2174029999999,1463.5361240000002,123.0,1538.232163,603,3848,4451,0.1567047817047817,Sedang
123,124,2011-05-04,Summer,2011,May,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",530.8949029999999,690.6554000000001,123.0,1476.8630440000002,255,2378,2633,0.10723296888141295,Sedang
124,125,2011-05-05,Summer,2011,May,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",630.2999030000001,852.990452,123.0,1326.014688,614,3819,4433,0.16077507200837915,Sedang
125,126,2011-05-06,Summer,2011,May,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",674.479903,993.253652,123.0,1024.596294,894,3714,4608,0.2407108239095315,Sedang
126,127,2011-05-07,Summer,2011,May,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",764.6800000000001,1160.977076,123.0,720.2600500000001,1612,3102,4714,0.5196647324306899,Sedang
